EIF2S1	EIF2AK1_Homo sapiens
RGCC	CDK1_Homo sapiens
BORA	CDK1_Homo sapiens
CUEDC2	CDK1_Homo sapiens
SIRT1	CDK1_Homo sapiens
CDC23	CDK1_Homo sapiens
ATR	CDK1_Homo sapiens
TPX2	CDK1_Homo sapiens
BRCA1	CDK1_Homo sapiens
LATS1	CDK1_Homo sapiens
PML	CDK1_Homo sapiens
AAK1	CDK1_Homo sapiens
MCTS1	CDK1_Homo sapiens
LIG3	CDK1_Homo sapiens
DCTN1	CDK1_Homo sapiens
RGPD8	CDK1_Homo sapiens
KMT5A	CDK1_Homo sapiens
RFC1	CDK1_Homo sapiens
SREBF1	CDK1_Homo sapiens
APP	CDK1_Homo sapiens
PTPN2 iso2	CDK1_Homo sapiens
SAMHD1	CDK1_Homo sapiens
SUPT5H	CDK1_Homo sapiens
CREB1	CDK1_Homo sapiens
NAGK	CDK1_Homo sapiens
NUP50	CDK1_Homo sapiens
PBK	CDK1_Homo sapiens
PIP5K1C	CDK1_Homo sapiens
BCL2	CDK1_Homo sapiens
SLC9A3R1	CDK1_Homo sapiens
CANX	CDK1_Homo sapiens
NEDD1	CDK1_Homo sapiens
USP14	CDK1_Homo sapiens
GATA2	CDK1_Homo sapiens
EFHD2	CDK1_Homo sapiens
XPO1	CDK1_Homo sapiens
TMPO	CDK1_Homo sapiens
SQSTM1	CDK1_Homo sapiens
WWC1	CDK1_Homo sapiens
MAP7	CDK1_Homo sapiens
SP1	CDK1_Homo sapiens
ING1 iso2	CDK1_Homo sapiens
ADD1	CDK1_Homo sapiens
PTTG2	CDK1_Homo sapiens
PDPK1	CDK1_Homo sapiens
RSF1	CDK1_Homo sapiens
BIM iso2	CDK1_Homo sapiens
STK3	CDK1_Homo sapiens
PYCR2	CDK1_Homo sapiens
MEF2C	CDK1_Homo sapiens
PRC1	CDK1_Homo sapiens
MCM7	CDK1_Homo sapiens
PAICS	CDK1_Homo sapiens
GIGYF2	CDK1_Homo sapiens
ERCC6L	CDK1_Homo sapiens
BIRC5	CDK1_Homo sapiens
UNG	CDK1_Homo sapiens
USP16	CDK1_Homo sapiens
LIG1	CDK1_Homo sapiens
DNMT1	CDK1_Homo sapiens
ERK1 iso3	CDK1_Homo sapiens
DCTN6	CDK1_Homo sapiens
IRS2	CDK1_Homo sapiens
GSG2	CDK1_Homo sapiens
PALLD	CDK1_Homo sapiens
HMGA1 iso2	CDK1_Homo sapiens
KIF11	CDK1_Homo sapiens
NUAK1	CDK1_Homo sapiens
NDE1	CDK1_Homo sapiens
HNRNPK	CDK1_Homo sapiens
RAB5B	CDK1_Homo sapiens
LDHA	CDK1_Homo sapiens
NUCKS1	CDK1_Homo sapiens
KRT8	CDK1_Homo sapiens
ZC3H11A	CDK1_Homo sapiens
RAB4A	CDK1_Homo sapiens
SIRT2	CDK1_Homo sapiens
REPS2	CDK1_Homo sapiens
RPS3	CDK1_Homo sapiens
TP53	CDK1_Homo sapiens
PDIA3	CDK1_Homo sapiens
PIK3C3	CDK1_Homo sapiens
APLP2	CDK1_Homo sapiens
KIF20B	CDK1_Homo sapiens
RUNX2	CDK1_Homo sapiens
HIST1H1E	CDK1_Homo sapiens
AKAP12	CDK1_Homo sapiens
HSPB1	PKG1 iso2_Homo sapiens
PKG1 iso2	PKG1 iso2_Homo sapiens
PAK1	PKG1 iso2_Homo sapiens
LASP1	PKG1 iso2_Homo sapiens
Akt1	Tnk2_Mus musculus
Bad	Pim1_Mus musculus
RAF1	KSR1_Homo sapiens
PAK4	PAK4_Homo sapiens
CTNNB1	PAK4_Homo sapiens
ITGB5	PAK4_Homo sapiens
PXN iso2	PAK4_Homo sapiens
ARHGEF2 iso2	PAK4_Homo sapiens
RAN	PAK4_Homo sapiens
TP53	PAK4_Homo sapiens
LIMK1	PAK4_Homo sapiens
ESR1	PAK4_Homo sapiens
STMN2	PAK4_Homo sapiens
MEF2C	MYLK2_Homo sapiens
Daxx	Hipk1_Mus musculus
Pla2g4a	Mapkapk5_Mus musculus
Abl1	Abl1_Mus musculus
Raph1	Abl1_Mus musculus
Prkcd	Abl1_Mus musculus
Zap70	Abl1_Mus musculus
Cdv3	Abl1_Mus musculus
Dok1	Abl1_Mus musculus
Apbb1	Abl1_Mus musculus
Cdk5	Abl1_Mus musculus
Mena iso3	Abl1_Mus musculus
Wasf2	Abl1_Mus musculus
TP53	CHEK2_Homo sapiens
E2F3	CHEK2_Homo sapiens
SIAH2	CHEK2_Homo sapiens
CHEK2	CHEK2_Homo sapiens
TTK	CHEK2_Homo sapiens
AATF	CHEK2_Homo sapiens
FOXM1 iso2	CHEK2_Homo sapiens
XRCC1	CHEK2_Homo sapiens
CDC25A	CHEK2_Homo sapiens
LATS2	CHEK2_Homo sapiens
PSME3	CHEK2_Homo sapiens
ELAVL1	CHEK2_Homo sapiens
PML iso3	CHEK2_Homo sapiens
CDK11B	CHEK2_Homo sapiens
E2F1	CHEK2_Homo sapiens
Tau iso8	CHEK2_Homo sapiens
BLM	CHEK2_Homo sapiens
HIST1H1C	CHEK2_Homo sapiens
BRCA1	CHEK2_Homo sapiens
VHL	CHEK2_Homo sapiens
TRIM28	CHEK2_Homo sapiens
MDM4	CHEK2_Homo sapiens
BDNF	CHEK2_Homo sapiens
CDC25C	CHEK2_Homo sapiens
RB1	CHEK2_Homo sapiens
REV3L	CHEK2_Homo sapiens
CACNB2 iso2	CAMK2D_Homo sapiens
HDAC4	CAMK2D_Homo sapiens
CEACAM1 iso8	CAMK2D_Homo sapiens
TTN	CAMK2D_Homo sapiens
SCN5A	CAMK2D_Homo sapiens
KCNJ11	CAMK2D_Homo sapiens
OCLN	CAMK2D_Homo sapiens
ANKRD28	CAMK2D_Homo sapiens
ADRB2	GRK6_Homo sapiens
CXCR4	GRK6_Homo sapiens
GRK6	GRK6_Homo sapiens
LTB4R	GRK6_Homo sapiens
OCLN	GRK6_Homo sapiens
IGF1R	GRK6_Homo sapiens
App	Ntrk1_Mus musculus
Raf1	Raf1_Mus musculus
CCM2	STK25_Homo sapiens
PDCD10	STK25_Homo sapiens
FLT1	FLT1_Homo sapiens
Stat3	Src_Mus musculus
Cdh2	Src_Mus musculus
Trip6	Src_Mus musculus
Ctnnd1	Src_Mus musculus
FAK iso3	Src_Mus musculus
Prdx1	Src_Mus musculus
Akt1	Src_Mus musculus
Zdhhc3	Src_Mus musculus
Dab1	Src_Mus musculus
Dag1	Src_Mus musculus
Src	Src_Mus musculus
Ngef	Src_Mus musculus
Egfr	Src_Mus musculus
Ctnnb1	Src_Mus musculus
Prkcd	Src_Mus musculus
Efnb1	Src_Mus musculus
Grin2b	Src_Mus musculus
Khdrbs3	Src_Mus musculus
Kcnj3	Src_Mus musculus
Mtss1	Src_Mus musculus
Igf1r	Src_Mus musculus
Pxn	Src_Mus musculus
Cttn	Src_Mus musculus
Asap1	Src_Mus musculus
Nectin2	Src_Mus musculus
Raf1	Src_Mus musculus
Emd	Src_Mus musculus
Bcar1	Src_Mus musculus
Spry2	Src_Mus musculus
Dnajb4	Src_Mus musculus
Cav1	Src_Mus musculus
Ptk2b	Src_Mus musculus
Rock2	Src_Mus musculus
Ptpra	Src_Mus musculus
APP iso2	Src_Mus musculus
Plcg1	Src_Mus musculus
WNK1	WNK3_Homo sapiens
SLC12A6	WNK3_Homo sapiens
Tsks	Tssk2_Mus musculus
RIPK2	RIPK2_Homo sapiens
IRS1	IGF1R_Homo sapiens
IGF1R	IGF1R_Homo sapiens
PDPK1	IGF1R_Homo sapiens
ANXA2	IGF1R_Homo sapiens
SIRPA	IGF1R_Homo sapiens
DYRK2	MAP3K10_Homo sapiens
TCF3	MAP3K10_Homo sapiens
SRF	DMPK_Homo sapiens
TGFBR1	TGFBR2_Homo sapiens
TGFBR2	TGFBR2_Homo sapiens
ENG	TGFBR2_Homo sapiens
Mecp2	Hipk2_Mus musculus
CDK5RAP2	LRRK1_Homo sapiens
ABL1	CLK1_Homo sapiens
RBM17	CLK1_Homo sapiens
PTPN1	CLK1_Homo sapiens
PRKAA1	BRSK2_Homo sapiens
CDK16	BRSK2_Homo sapiens
Pecam1	Fer_Mus musculus
Ctnnb1	Fer_Mus musculus
Fer	Fer_Mus musculus
Rela	Rps6ka5_Mus musculus
Hist1h3i	Rps6ka5_Mus musculus
H3f3b	Rps6ka5_Mus musculus
Pla2g4a	Rps6ka5_Mus musculus
Bad	Rps6ka5_Mus musculus
Hmgn1	Rps6ka5_Mus musculus
Stk11	Rps6ka5_Mus musculus
Stat3	Rps6ka5_Mus musculus
ETS2	CDK10_Homo sapiens
PRKDC	PRKDC_Homo sapiens
POU2F1	PRKDC_Homo sapiens
XRCC6	PRKDC_Homo sapiens
DCLRE1C	PRKDC_Homo sapiens
IRF3	PRKDC_Homo sapiens
XRCC4	PRKDC_Homo sapiens
WRN	PRKDC_Homo sapiens
TP53	PRKDC_Homo sapiens
XPA	PRKDC_Homo sapiens
FUS	PRKDC_Homo sapiens
IGFBP3	PRKDC_Homo sapiens
NHEJ1	PRKDC_Homo sapiens
HIST1H1C	PRKDC_Homo sapiens
HSP90AA1	PRKDC_Homo sapiens
XRCC5	PRKDC_Homo sapiens
CDKN1B	PRKDC_Homo sapiens
H2AFX	PRKDC_Homo sapiens
NFKB1	PRKDC_Homo sapiens
HNRNPU	PRKDC_Homo sapiens
RPA2	PRKDC_Homo sapiens
POLR2A	PRKDC_Homo sapiens
MED1	PRKDC_Homo sapiens
FH	PRKDC_Homo sapiens
AIRE	PRKDC_Homo sapiens
HOXA11	PRKDC_Homo sapiens
SRF	PRKDC_Homo sapiens
AKT1	PRKDC_Homo sapiens
GOLPH3	PRKDC_Homo sapiens
CHEK2	PRKDC_Homo sapiens
CASP2	PRKDC_Homo sapiens
hnRNP U iso2	PRKDC_Homo sapiens
LIG4	PRKDC_Homo sapiens
VIM	PRKDC_Homo sapiens
XRCC1	PRKDC_Homo sapiens
TDP1	PRKDC_Homo sapiens
USF1	PRKDC_Homo sapiens
RAG2	PRKDC_Homo sapiens
VCP	PRKDC_Homo sapiens
PDX1	PRKDC_Homo sapiens
PNPT1	PRKDC_Homo sapiens
AKT1	PIKFYVE_Homo sapiens
IFIH1	RIOK3_Homo sapiens
MYL12B	MAP3K12_Homo sapiens
Tau iso8	PKN1_Homo sapiens
EGFR	PKN1_Homo sapiens
HDAC9	PKN1_Homo sapiens
HDAC5	PKN1_Homo sapiens
HIST1H3J	PKN1_Homo sapiens
MEFV	PKN1_Homo sapiens
CLIP1	PKN1_Homo sapiens
PKN1	PKN1_Homo sapiens
Oxsr1	Wnk1_Mus musculus
UPF1	SMG1_Homo sapiens
TP53	SMG1_Homo sapiens
MAPK8	MAP3K6_Homo sapiens
MAP3K6	MAP3K6_Homo sapiens
MAPK14	MAP3K6_Homo sapiens
DAPK1	DAPK1_Homo sapiens
CAMKK2	DAPK1_Homo sapiens
HSF1	DAPK1_Homo sapiens
RPL13A	DAPK1_Homo sapiens
MYL12B	DAPK1_Homo sapiens
BECN1	DAPK1_Homo sapiens
TP53	DAPK1_Homo sapiens
PIN1	DAPK1_Homo sapiens
MCM3	DAPK1_Homo sapiens
TPM1	DAPK1_Homo sapiens
HDAC7	PRKD1_Homo sapiens
TCAP	PRKD1_Homo sapiens
COL4A3BP	PRKD1_Homo sapiens
CTNNB1	PRKD1_Homo sapiens
SSH1	PRKD1_Homo sapiens
BAD	PRKD1_Homo sapiens
HDAC5	PRKD1_Homo sapiens
DLC1	PRKD1_Homo sapiens
CREB1	PRKD1_Homo sapiens
TLR5	PRKD1_Homo sapiens
MARK2	PRKD1_Homo sapiens
RABEP1	PRKD1_Homo sapiens
REM1	PRKD1_Homo sapiens
SPHK2	PRKD1_Homo sapiens
MAP3K5	PRKD1_Homo sapiens
PAK4	PRKD1_Homo sapiens
AKT1	PRKD1_Homo sapiens
PPP1R14A	PRKD1_Homo sapiens
MYBPC3	PRKD1_Homo sapiens
CACNA1C	PRKD1_Homo sapiens
CTTN	PRKD1_Homo sapiens
JUN	PRKD1_Homo sapiens
PIK4CB iso2	PRKD1_Homo sapiens
PIP4K2A	PRKD1_Homo sapiens
PTRH2	PRKD1_Homo sapiens
RTKN iso2	PRKD1_Homo sapiens
ARFIP1	PRKD1_Homo sapiens
TFAP2A	PRKD1_Homo sapiens
PRKD1	PRKD1_Homo sapiens
RIN1	PRKD1_Homo sapiens
arfaptin 1 iso2	PRKD1_Homo sapiens
ITGB4 iso2	PRKD1_Homo sapiens
MBP iso5	PRKD1_Homo sapiens
CFL1	PRKD1_Homo sapiens
SNAI1	PRKD1_Homo sapiens
OSBP	PRKD1_Homo sapiens
VASP	PRKD1_Homo sapiens
HSPB6	PRKD1_Homo sapiens
MAP4K1	PRKD1_Homo sapiens
TLR4	PRKD1_Homo sapiens
HSPB1	PRKD1_Homo sapiens
POLD2	MAP3K7_Homo sapiens
HDAC7	MAP3K7_Homo sapiens
HDAC4	MAP3K7_Homo sapiens
TUBA1B	MAP3K7_Homo sapiens
PTPN3	MAP3K7_Homo sapiens
MAP2K6	MAP3K7_Homo sapiens
EIF4B	MAP3K7_Homo sapiens
HNRNPA2B1	MAP3K7_Homo sapiens
TUBB	MAP3K7_Homo sapiens
KSR1	MAP3K7_Homo sapiens
TAB1	MAP3K7_Homo sapiens
FLNA	MAP3K7_Homo sapiens
RBMX	MAP3K7_Homo sapiens
MAP3K7	MAP3K7_Homo sapiens
GAPVD1	MAP3K7_Homo sapiens
PRKAA2	MAP3K7_Homo sapiens
E2F1	MAP3K7_Homo sapiens
HSP90B1	MAP3K7_Homo sapiens
HDAC5	MAP3K7_Homo sapiens
RAB1A	MAP3K7_Homo sapiens
EEF1A1	MAP3K7_Homo sapiens
LDHA	MAP3K7_Homo sapiens
Rps6	Rps6kb2_Mus musculus
Cebpa	Cdk6_Mus musculus
Rb1	Cdk6_Mus musculus
KIT	KIT_Homo sapiens
LAT2	KIT_Homo sapiens
EIF2AK2	EIF2AK2_Homo sapiens
EIF2S1	EIF2AK2_Homo sapiens
Tau iso8	EIF2AK2_Homo sapiens
CDK1	EIF2AK2_Homo sapiens
PPP2R5A	EIF2AK2_Homo sapiens
TP53	EIF2AK2_Homo sapiens
Crk	Igf1r_Mus musculus
Igf1r	Igf1r_Mus musculus
Trpm7	Trpm7_Mus musculus
EPHA2	EPHA2_Homo sapiens
CLDN4	EPHA2_Homo sapiens
PTEN	STK11_Homo sapiens
SIK3	STK11_Homo sapiens
STRADA	STK11_Homo sapiens
SMAD4	STK11_Homo sapiens
MARK3	STK11_Homo sapiens
NUAK2	STK11_Homo sapiens
BRSK1 iso2	STK11_Homo sapiens
STK11	STK11_Homo sapiens
SIK1	STK11_Homo sapiens
NUAK1	STK11_Homo sapiens
PAK1	STK11_Homo sapiens
MELK	STK11_Homo sapiens
PRKAA1	STK11_Homo sapiens
BRSK1	STK11_Homo sapiens
MARK4	STK11_Homo sapiens
BRSK2	STK11_Homo sapiens
MARK1	STK11_Homo sapiens
TP53	STK11_Homo sapiens
SIK2	STK11_Homo sapiens
MARK2	STK11_Homo sapiens
SNRK	STK11_Homo sapiens
Crtc2	Sik2_Mus musculus
TPD52	CAMK2D iso8_Homo sapiens
Tau iso8	MARK1_Homo sapiens
DIXDC1 iso2	MARK1_Homo sapiens
FEZ1	MARK1_Homo sapiens
DIXDC1	MARK1_Homo sapiens
OCLN	GRK7_Homo sapiens
PYGB	PHKA1_Homo sapiens
ULK3	ULK3_Homo sapiens
MEFV	PKN2_Homo sapiens
HDAC7	MARK2_Homo sapiens
HDAC4	MARK2_Homo sapiens
PARD3	MARK2_Homo sapiens
MARK2	MARK2_Homo sapiens
ARHGEF2 iso2	MARK2_Homo sapiens
Tau iso8	MARK2_Homo sapiens
KIF13B	MARK2_Homo sapiens
ARHGEF2	MARK2_Homo sapiens
RAB11FIP2	MARK2_Homo sapiens
FEZ1	MARK2_Homo sapiens
RNF41	MARK2_Homo sapiens
DLG4	MARK2_Homo sapiens
BAIAP2	MARK2_Homo sapiens
PINK1	MARK2_Homo sapiens
UTRN	MARK2_Homo sapiens
HDAC5	MARK2_Homo sapiens
PTPN1	CLK2_Homo sapiens
H2AFX	BAZ1B_Homo sapiens
APBB1	SGK1_Homo sapiens
NDRG1	SGK1_Homo sapiens
NEDD4L	SGK1_Homo sapiens
NDRG2	SGK1_Homo sapiens
CREB1	SGK1_Homo sapiens
Tau iso8	SGK1_Homo sapiens
NCSTN	SGK1_Homo sapiens
CDKN1B	SGK1_Homo sapiens
CARHSP1	SGK1_Homo sapiens
WNK1	SGK1_Homo sapiens
SLC2A4	SGK1_Homo sapiens
FOXO3	SGK1_Homo sapiens
MAPK1	SGK1_Homo sapiens
WNK4	SGK1_Homo sapiens
PIKFYVE	SGK1_Homo sapiens
RICTOR	SGK1_Homo sapiens
MAP2K4	SGK1_Homo sapiens
IKBKB	SGK1_Homo sapiens
HTT	SGK1_Homo sapiens
FBXW7	SGK1_Homo sapiens
NFKBIA	SGK1_Homo sapiens
Ceacam1	Pik3ca_Mus musculus
Mdm2	Pik3ca_Mus musculus
HIST1H3J	JAK1_Homo sapiens
MAP3K5	JAK1_Homo sapiens
STAT1	JAK1_Homo sapiens
GTF2A1	TAF1_Homo sapiens
TAF7	TAF1_Homo sapiens
TP53	TAF1_Homo sapiens
ENSA	MASTL_Homo sapiens
SNCA	ABL1_Homo sapiens
NFKBIA	ABL1_Homo sapiens
YAP1	ABL1_Homo sapiens
TBX21	ABL1_Homo sapiens
CAT	ABL1_Homo sapiens
MYLK	ABL1_Homo sapiens
ABL1	ABL1_Homo sapiens
TP73	ABL1_Homo sapiens
CAV1	ABL1_Homo sapiens
RAD51	ABL1_Homo sapiens
FOXA1	ABL1_Homo sapiens
ESR1	ABL1_Homo sapiens
ATR	ABL1_Homo sapiens
BCR	ABL1_Homo sapiens
PLCG1	ABL1_Homo sapiens
MET	ABL1_Homo sapiens
BTK	ABL1_Homo sapiens
CDC73	ABL1_Homo sapiens
EGFR	ABL1_Homo sapiens
RACK1	ABL1_Homo sapiens
ABL2	ABL1_Homo sapiens
STK3	ABL1_Homo sapiens
PLK1	ABL1_Homo sapiens
SNIP iso5	ABL1_Homo sapiens
PIK3AP1	ABL1_Homo sapiens
CEBPB	ABL1_Homo sapiens
HRAS	ABL1_Homo sapiens
MYC	ABL1_Homo sapiens
MDM4	ABL1_Homo sapiens
JUN	ABL1_Homo sapiens
PDGFRB	ABL1_Homo sapiens
KAT5	ABL1_Homo sapiens
CTTN	ABL1_Homo sapiens
TP63	ABL1_Homo sapiens
NCOA3	ABL1_Homo sapiens
CRK	ABL1_Homo sapiens
RBM39	ABL1_Homo sapiens
CASP9	ABL1_Homo sapiens
EMD	ABL1_Homo sapiens
NCK1	ABL1_Homo sapiens
PLSCR1	ABL1_Homo sapiens
RAD52	ABL1_Homo sapiens
ROBO1	ABL1_Homo sapiens
ANXA1	ABL1_Homo sapiens
PXN	ABL1_Homo sapiens
CRKL	ABL1_Homo sapiens
DDX5	ABL1_Homo sapiens
JUNB	ABL1_Homo sapiens
PSMA7	ABL1_Homo sapiens
CDKN1B	ABL1_Homo sapiens
NUMA1	ABL1_Homo sapiens
RB1	ABL1_Homo sapiens
MDM2	ABL1_Homo sapiens
PLEKHG2	ABL1_Homo sapiens
DDB1	ABL1_Homo sapiens
LGALS3	ABL1_Homo sapiens
RAPGEF1	ABL1_Homo sapiens
CTNNB1	ABL1_Homo sapiens
ZAP70	ABL1_Homo sapiens
ABI1	ABL1_Homo sapiens
Abl iso2	ABL1_Homo sapiens
ERCC6	ABL1_Homo sapiens
PRKN	ABL1_Homo sapiens
CD19	ABL1_Homo sapiens
RAD9A	ABL1_Homo sapiens
SPTLC1	ABL1_Homo sapiens
CHCHD2	ABL1_Homo sapiens
STK4	ABL1_Homo sapiens
NFAT5	ABL1_Homo sapiens
GPX1	ABL1_Homo sapiens
HDAC2	ABL1_Homo sapiens
HIPK2	ABL1_Homo sapiens
PDK1	ABL1_Homo sapiens
LASP1	ABL1_Homo sapiens
PRKD1	ABL1_Homo sapiens
AHSA1	ABL1_Homo sapiens
WAS	ABL1_Homo sapiens
ESR2	ABL1_Homo sapiens
TOP1	ABL1_Homo sapiens
VAV1	ABL1_Homo sapiens
STX17	ABL1_Homo sapiens
NCL	CDC7_Homo sapiens
MFAP1	CDC7_Homo sapiens
MCM2	CDC7_Homo sapiens
CDC7	CDC7_Homo sapiens
CLSPN	CDC7_Homo sapiens
TOP2A	CDC7_Homo sapiens
DBF4	CDC7_Homo sapiens
NPM1	CDC7_Homo sapiens
PSIP1	CDC7_Homo sapiens
RAD18	CDC7_Homo sapiens
Odf2	Tssk4_Mus musculus
Tssk4	Tssk4_Mus musculus
CREM iso2	Tssk4_Mus musculus
Map2k4	Map3k12_Mus musculus
Vim	Rock1_Mus musculus
Fhod1	Rock1_Mus musculus
Pard3	Rock1_Mus musculus
Marcks	Rock1_Mus musculus
EWSR1	JNK1 iso2_Homo sapiens
PRKAA1	GSK3B_Homo sapiens
TOP2A	GSK3B_Homo sapiens
SREBF1	GSK3B_Homo sapiens
Tau iso8	GSK3B_Homo sapiens
RPTOR	GSK3B_Homo sapiens
EIF4EBP1	GSK3B_Homo sapiens
STK38	GSK3B_Homo sapiens
BCAM	GSK3B_Homo sapiens
NFKB2	GSK3B_Homo sapiens
FOXL2	GSK3B_Homo sapiens
OGT	GSK3B_Homo sapiens
PSEN1	GSK3B_Homo sapiens
CLASP2	GSK3B_Homo sapiens
BORA	GSK3B_Homo sapiens
SNAI1	GSK3B_Homo sapiens
JUN	GSK3B_Homo sapiens
SUFU	GSK3B_Homo sapiens
ESR1	GSK3B_Homo sapiens
TNKS	GSK3B_Homo sapiens
RASSF1 iso2	GSK3B_Homo sapiens
PIAS1	GSK3B_Homo sapiens
MUC1	GSK3B_Homo sapiens
NEFH	GSK3B_Homo sapiens
DNM1L	GSK3B_Homo sapiens
GATA6	GSK3B_Homo sapiens
JUNB	GSK3B_Homo sapiens
CDC25A	GSK3B_Homo sapiens
DROSHA	GSK3B_Homo sapiens
DSP	GSK3B_Homo sapiens
PTEN	GSK3B_Homo sapiens
BAX	GSK3B_Homo sapiens
CIITA	GSK3B_Homo sapiens
HNRNPD	GSK3B_Homo sapiens
SFPQ	GSK3B_Homo sapiens
EGLN2	GSK3B_Homo sapiens
AKAP11	GSK3B_Homo sapiens
HDAC4	GSK3B_Homo sapiens
KAT5	GSK3B_Homo sapiens
SPAG5	GSK3B_Homo sapiens
KDM1A	GSK3B_Homo sapiens
CDKN1A	GSK3B_Homo sapiens
FOXP3	GSK3B_Homo sapiens
Doublecortin iso2	GSK3B_Homo sapiens
RFX1	GSK3B_Homo sapiens
SMAD1	GSK3B_Homo sapiens
USF2	GSK3B_Homo sapiens
MCL1	GSK3B_Homo sapiens
CCNE1	GSK3B_Homo sapiens
IKBKG	GSK3B_Homo sapiens
IL17RA	GSK3B_Homo sapiens
HRAS	GSK3B_Homo sapiens
CTNNB1	GSK3B_Homo sapiens
PHLPP1	GSK3B_Homo sapiens
SNAI2	GSK3B_Homo sapiens
TP53	GSK3B_Homo sapiens
E2F1	GSK3B_Homo sapiens
MYLK	GSK3B_Homo sapiens
NR1D1	GSK3B_Homo sapiens
FBXO4	GSK3B_Homo sapiens
BCLAF1	GSK3B_Homo sapiens
MITF iso9	GSK3B_Homo sapiens
SOX9	GSK3B_Homo sapiens
PR iso2	GSK3B_Homo sapiens
PICK1	GSK3B_Homo sapiens
CABYR	GSK3B_Homo sapiens
NR3C1	GSK3B_Homo sapiens
GSK3B	GSK3B_Homo sapiens
GCM1	GSK3B_Homo sapiens
HSF1	GSK3B_Homo sapiens
BCL2L12	GSK3B_Homo sapiens
LRP6	GSK3B_Homo sapiens
KLC2	GSK3B_Homo sapiens
RICTOR	GSK3B_Homo sapiens
ADD2	GSK3B_Homo sapiens
APC	GSK3B_Homo sapiens
MYC	GSK3B_Homo sapiens
CDX2	GSK3B_Homo sapiens
WEE1	GSK3B_Homo sapiens
DPYSL3	GSK3B_Homo sapiens
ATXN3	GSK3B_Homo sapiens
EZH2	GSK3B_Homo sapiens
SNCAIP	GSK3B_Homo sapiens
PRKCE	GSK3B_Homo sapiens
NIFK	GSK3B_Homo sapiens
CREB1	GSK3B_Homo sapiens
VHL	GSK3B_Homo sapiens
RBM38	GSK3B_Homo sapiens
RELB	GSK3B_Homo sapiens
RELA	GSK3B_Homo sapiens
CCND2	GSK3B_Homo sapiens
DPYSL2	GSK3B_Homo sapiens
CEBPB	GSK3B_Homo sapiens
FOXM1 iso2	GSK3B_Homo sapiens
CCND1	GSK3B_Homo sapiens
BCL2L1	GSK3B_Homo sapiens
PPP1R2	GSK3B_Homo sapiens
NFE2L2	GSK3B_Homo sapiens
MYCL	GSK3B_Homo sapiens
HIST1H1B	GSK3B_Homo sapiens
GYS1	GSK3B_Homo sapiens
CEBPD	GSK3B_Homo sapiens
UNG	GSK3B_Homo sapiens
NFE2L1	GSK3B_Homo sapiens
MARK2	GSK3B_Homo sapiens
ARNTL	GSK3B_Homo sapiens
KLF5	GSK3B_Homo sapiens
CLOCK	GSK3B_Homo sapiens
CCND3	GSK3B_Homo sapiens
RCAN1	GSK3B_Homo sapiens
AREL1 iso2	GSK3B_Homo sapiens
SNCA	GSK3B_Homo sapiens
MYBPC3	GSK3B_Homo sapiens
BLM	GSK3B_Homo sapiens
NACA	GSK3B_Homo sapiens
FRAT1	GSK3B_Homo sapiens
BECN1	MAPKAPK3_Homo sapiens
Ikbkb	Ikbkb_Mus musculus
Map3k8	Ikbkb_Mus musculus
Xbp1	Ikbkb_Mus musculus
Snap23	Ikbkb_Mus musculus
Rela	Ikbkb_Mus musculus
FGFR1	BMX_Homo sapiens
PTK2	BMX_Homo sapiens
TNK2	BMX_Homo sapiens
BCAR1	BMX_Homo sapiens
BAK1	BMX_Homo sapiens
PAK1	BMX_Homo sapiens
RUFY1	BMX_Homo sapiens
MET	BMX_Homo sapiens
CENPJ	PLK2_Homo sapiens
TP73	PLK2_Homo sapiens
YWHAE	PLK2_Homo sapiens
CALU	PLK2_Homo sapiens
NPM1	PLK2_Homo sapiens
FBXW7	PLK2_Homo sapiens
SNCB	PLK2_Homo sapiens
PLK1	PLK2_Homo sapiens
SNCA	PLK2_Homo sapiens
BAD	ARAF_Homo sapiens
SLC9A3R2	ARAF_Homo sapiens
MAP2K1	ARAF_Homo sapiens
Tp53	Mapk1_Mus musculus
Irs1	Mapk1_Mus musculus
Ppp1r9b	Mapk1_Mus musculus
Gigyf2	Mapk1_Mus musculus
Ahctf1	Mapk1_Mus musculus
Gata1	Mapk1_Mus musculus
Foxo1	Mapk1_Mus musculus
Hnrnph1	Mapk1_Mus musculus
Snx2	Mapk1_Mus musculus
Xrn2	Mapk1_Mus musculus
Ahnak	Mapk1_Mus musculus
Cep170	Mapk1_Mus musculus
Prkca	Mapk1_Mus musculus
Ripor1	Mapk1_Mus musculus
Bcl2l11	Mapk1_Mus musculus
Dennd4c	Mapk1_Mus musculus
Myo9b	Mapk1_Mus musculus
Phldb1	Mapk1_Mus musculus
Zc3hc1	Mapk1_Mus musculus
Rps6ka1	Mapk1_Mus musculus
Phf2	Mapk1_Mus musculus
Hnrnph2	Mapk1_Mus musculus
Map1a	Mapk1_Mus musculus
Mapk1	Mapk1_Mus musculus
Aim1	Mapk1_Mus musculus
Ubap2l	Mapk1_Mus musculus
Tpr	Mapk1_Mus musculus
Ksr1	Mapk1_Mus musculus
Ssbp3	Mapk1_Mus musculus
H3f3b	Mapk1_Mus musculus
Tgfb1i1	Mapk1_Mus musculus
Tnks1bp1	Mapk1_Mus musculus
Supv3l1	Mapk1_Mus musculus
Junb	Mapk1_Mus musculus
Dcp1a	Mapk1_Mus musculus
