PTK2_Homo sapiens	ACTN1	11369769,16291744
MAPKAPK2_Homo sapiens	SRF	10753652,8413226,10318869,12171911
CSNK2A1_Homo sapiens	SRF	1740119,2046671,18669648
EPHB1_Homo sapiens	EPHB1	10669731,17389395,8798570
CSNK2A1_Homo sapiens	EEF1B2	14729942,15302935,8547318,15345747,18669648,19413330,19415658,17287340,18491316,19664995,19651622,19664994,17693683,18452278,18212344,20230923,20166139,20068231,20058876,8547318,18669648,19413330,19415658,20068231
CSNK2A2_Homo sapiens	EEF1B2	14729942,15302935,8547318,15345747,18669648,19413330,19415658,17287340,18491316,19664995,19651622,19664994,17693683,18452278,18212344,20230923,20166139,20068231,20058876,8547318,18669648,19413330,19415658,20068231
MAPK14_Homo sapiens	MEF2A	9858528,10849446,10849446,9858528,9858528
MAPK7_Homo sapiens	MEF2A	9858528,10849446,10849446,9858528,10849446
CDK5_Homo sapiens	MEF2A	12691662
MAPK14_Homo sapiens	MEF2C	10805738,9069290
MAPK7_Homo sapiens	MEF2C	9384584
CSNK2A1_Homo sapiens	MEF2C	8663403
CDK1_Homo sapiens	MEF2C	16478538
CCNB1_Homo sapiens	MEF2C	16478538
MAPK7_Homo sapiens	MEF2D	10849446,18669648,18767875,18691976,20068231
MAP3K14_Homo sapiens	CHUK	9819420,9520446,16286467,9819420,16286467
AKT1_Homo sapiens	CHUK	10485710
AKT2_Homo sapiens	CHUK	12048203
PRKCQ_Homo sapiens	CHUK	17363905
MAPK1_Homo sapiens	UBTF	11741541,11741541,18669648,19007248,20068231
MAPK3_Homo sapiens	UBTF	11741541,11741541,18669648,19007248,20068231
CDK2_Homo sapiens	UBTF	11698641,10202152,18669648,19413330,17287340,19007248,19651622,19691289,18452278,20068231
PRKACA_Homo sapiens	PTBP1	12851456,18669648
PRKCD_Homo sapiens	IL6ST	12361954
CDK1_Homo sapiens	HMGA2	10636877,19413330,19664994,18707149,10636877
CSNK2A1_Homo sapiens	HMGA1	2806554,19413330,19415658,18491316,19651622,18452278,20166139,20068231,20187088,2806554,19415658,19651622,18452278,20166139,20068231
CSNK2A2_Homo sapiens	HMGA1	2806554,19413330,19415658,18491316,19651622,18452278,20166139,20068231,20187088,2806554,19415658,19651622,18452278,20166139,20068231
CDK1_Homo sapiens	HMGA1	1939057,18669648,19413330,19664995,17924679,20068231,1939057,1939057,18669648,19413330,17924679,20068230,20068231
PRKCD_Homo sapiens	HNRNPK	10329716
SRC_Homo sapiens	HNRNPK	12052863
MAPK10_Homo sapiens	HNRNPK	15302935,19413330,19415658,18691976,17287340,19664995,19651622,19664994,18767875,18452278,16964243,20166139,20068231,17322306,18669648,19413330,19415658,18691976,17924679,19664995,18212344,19651622,19664994,16964243,18452278,18767875,20230923,20068231,11259409,11231586
MAPK1_Homo sapiens	DUSP1	10617468,16286470
MAPK3_Homo sapiens	DUSP1	10617468
PRKACA_Homo sapiens	SYN2	10571231
SRC_Homo sapiens	PTK2	7529876,7529876,9507031,17389395,19664994,17016520,20068231,7529876,9507031,20068231,11927607,8941336,7529876,8816475,7997267,11927607,8941336
PTK2_Homo sapiens	PTK2	7529876,11314030,7509446,12370821,17016520,20068231,8816475,7997267,17192257
INSR_Homo sapiens	PTK2	7529876,9507031,17389395,19664994,17016520,20068231,7529876,9507031,20068231
CRK_Homo sapiens	PTK2	7529876,11314030,7509446,12370821,17016520,20068231
RET_Homo sapiens	PTK2	7529876,9507031,17389395,19664994,17016520,20068231,7529876,9507031,20068231
PTK2B_Homo sapiens	PTK2	16760434
CSNK1A1_Homo sapiens	PSEN2	8972483,8972483,20068231
CSNK1D_Homo sapiens	PSEN2	8972483,20068231,9990034,9558331,9558331,8972483
CSNK2A1_Homo sapiens	PSEN2	8972483,8972483,20068231,9990034,9558331,9558331
MAPK1_Homo sapiens	SCNN1G	11805112
CDK2_Homo sapiens	CDKN1B	9192873,17254966
AKT1_Homo sapiens	CDKN1B	12244301
LYN_Homo sapiens	CDKN1B	17254966
ABL1_Homo sapiens	CDKN1B	17254966
SRC_Homo sapiens	CDKN1B	17254967
YES1_Homo sapiens	CDKN1B	17254967
INSR_Homo sapiens	IRS2	9195949,9195949,19901323
FYN_Homo sapiens	CNN1	15206927
ATM_Homo sapiens	MRE11A	10608806
PRKCD_Homo sapiens	TAGLN	11053353,18212344,20166139
SRC_Homo sapiens	INPPL1	12235291,17389395,16497976,19901323,18669648,12235291,16497976
DAPK1_Homo sapiens	DAPK1	11579085
MAPK1_Homo sapiens	DAPK1	15616583
PRKG1_Homo sapiens	RGS2	14608379
CSNK1E_Homo sapiens	CSNK1E	10542239,18691976,10542239
GRK6_Homo sapiens	GRK6	10334944,18669648,18691976,10334944,18669648
GRK5_Homo sapiens	GRK5	8144599,18669648,19651622,20068231,8144599,18669648,19651622
PRKDC_Homo sapiens	PRKDC	12186630,16565220,18077418,19651622,18691976,12186630,16565220,19415658,18077418,19651622,12186630,12186630,16565220,18077418,15302935,18669648,18452278,18691976,20068231
RPS6KA1_Homo sapiens	PPP1R3A	10648825
CAMK2G_Homo sapiens	MYLK	10748018,2160950,18088087
PAK1_Homo sapiens	MYLK	10092231
PAK2_Homo sapiens	MYLK	10748018,10748018,2160950,18088087
PRKACA_Homo sapiens	AANAT	11336675
ATM_Homo sapiens	TERF1	11375976
PAK3_Homo sapiens	MYO6	11517222,20068231
MAPK1_Homo sapiens	SMAD4	12801888
EPHB2_Homo sapiens	EPHB2	10572014,9233798,9632142,17016520,17192257,18691976,18578522,20058876,17192257,18578522
CSNK2A1_Homo sapiens	MAZ	10448092
CAMK2A_Homo sapiens	DLG1	12933808
MAPK12_Homo sapiens	SNTA1	10212242,18669648,19413330,10212242,20068231
PRKCA_Homo sapiens	SLC6A9	7595479
PKN1_Homo sapiens	PKN1	10792047,10467162
PDPK1_Homo sapiens	PKN1	10792047,10753910,18669648,10792047,18669648
EGFR_Homo sapiens	CTNND1	14996911,17389395,17016520,20068231
GSK3B_Homo sapiens	CTNND1	12885254,18212344,20166139,12885254
SRC_Homo sapiens	CTNND1	11382764,17016520,11382764,14996911,17389395,17016520,20068231,11382764,17389395,17016520,18707149,11382764,17389395,17016520,11382764,17016520,20068231,11382764,18669648,17016520,20068231,11382764,20068231
SRC_Homo sapiens	CAV1	8632005,17389395,17016520,18707149,18578522
CSNK2A1_Homo sapiens	CAV1	8058322
CSNK2A2_Homo sapiens	CAV1	8058322
SRC_Homo sapiens	CAV2	12091389,18669648,20068231
SYK_Homo sapiens	IL15RA	11714793
PRKACA_Homo sapiens	THOP1	10969067
SRC_Homo sapiens	CDH5	16027153
MAPK9_Homo sapiens	H3F3A	11278789,20068231
SRC_Homo sapiens	FHIT	15835917
MAP2K4_Homo sapiens	MAPK8	16153436,18669648
MAP2K7_Homo sapiens	MAPK8	11062067,18669648,18691976
RET_Homo sapiens	MAPK8	16153436,18669648
PRKG1_Homo sapiens	CRIP2	10681529
PRKCA_Homo sapiens	CASR	9694886
PRKCB_Homo sapiens	CASR	9694886,12356761
PRKCG_Homo sapiens	CASR	9694886
PTPN11_Homo sapiens	PTK2B	10880513
PTK2B_Homo sapiens	PTK2B	9560226,17684059,17205062,11337490,17016520,11337490,17389395,17016520,9560226,9560226,17684059,17192257,18691976,18088087,19651622,20058876,17192257
MTOR_Homo sapiens	MTOR	10702316,18669648
AKT1_Homo sapiens	MTOR	10910062,14970221,10910062,19664994,18691976
RPS6KB1_Homo sapiens	MTOR	10910062,19664994,18691976
RPS6KA1_Homo sapiens	MTOR	15905173,10910062,19664994,18691976
PRKAA1_Homo sapiens	MTOR	14970221
PRKCB_Homo sapiens	DAB2	10542228
PRKCD_Homo sapiens	DAB2	10542228
PRKCG_Homo sapiens	DAB2	10542228
CSNK2A1_Homo sapiens	HDAC1	11602581,18669648,19413330,19415658,17287340,19651622,18452278,18767875,20166139,20068231
CSNK2A2_Homo sapiens	HDAC1	11602581,18669648,19413330,19415658,17287340,19651622,18452278,18767875,20166139,20068231
MAP2K2_Homo sapiens	MAP2K2	17192257,17192257,18669648,20068231,17322306,18669648,18691976,18088087,19651622,16964243,20166139,20068231
CDK1_Homo sapiens	DUT	8631817,20068231,8631817,19415658,19664995,18212344,19651622,20068231
JAK2_Homo sapiens	CCR2	9670957
PRKCA_Homo sapiens	GPM6A	12359212
CDK1_Homo sapiens	PLEC1	8626512
CSNK1A1_Homo sapiens	YWHAZ	9360956,19415658,18077418,19651622,18691976,18452278,20068231
MAPKAPK2_Homo sapiens	YWHAZ	12861023
PRKCD_Homo sapiens	YWHAZ	9705322
AKT1_Homo sapiens	YWHAZ	11956222
MAPK8_Homo sapiens	YWHAZ	15696159
STK25_Homo sapiens	YWHAZ	15037601
PRKCZ_Homo sapiens	YWHAB	10620507
FGR_Homo sapiens	HCLS1	10066823
LYN_Homo sapiens	HCLS1	10066823,9104825
SYK_Homo sapiens	HCLS1	9104825
CSNK2A1_Homo sapiens	HCLS1	10806407
PRKACA_Homo sapiens	HNRNPD	12819195,11903055,17287340,19651622
GSK3B_Homo sapiens	HNRNPD	12819195,11903055,18669648,19413330,19415658,17287340,18212344,19651622,18452278,18691976,20068230,20166139,20068231
ROCK1_Homo sapiens	LIMK1	10652353,11340065,10559936
PAK1_Homo sapiens	LIMK1	10652353,11340065,10559936
CDC42BPA_Homo sapiens	LIMK1	10652353,11340065,10559936
LIMK1_Homo sapiens	LIMK1	17192257,19413330,18691976,17192257,18669648,19413330,19664994,18707149,18691976
MAP2K4_Homo sapiens	MAP2K4	9162092
AKT1_Homo sapiens	MAP2K4	11707464
TGFBR1_Homo sapiens	SMAD2	9892009,9892009,9346908
ACVR1B_Homo sapiens	SMAD2	9892009
MAPK3_Homo sapiens	SMAD2	12193595,11027280,19413330,18691976,18491316,19651622,20068231
CAMK2A_Homo sapiens	SMAD2	11027280
MAPK1_Homo sapiens	SMAD2	10197981
ADRBK2_Homo sapiens	CCR5	10085131
CDK1_Homo sapiens	KAT5	12468530,18669648
CCNB1_Homo sapiens	KAT5	12468530,18669648
CDK2_Homo sapiens	MYBL2	10593981,20068231,10593981,10095772,9840932,10095772,10593981
PRKCA_Homo sapiens	DGKZ	9716136
LIMK1_Homo sapiens	CFL1	9655398,11418599,11340065,11925442,18669648,19413330,18491316,19651622,18702456,18578522,20068231,20058876
TESK1_Homo sapiens	CFL1	9655398,11418599,11340065,11925442,18669648,19413330,18491316,19651622,18702456,18578522,20068231,20058876
LIMK2_Homo sapiens	CFL1	9655398,11418599,11340065,11925442,18669648,19413330,18491316,19651622,18702456,18578522,20068231,20058876
TESK2_Homo sapiens	CFL1	9655398,11418599,11340065,11925442,18669648,19413330,18491316,19651622,18702456,18578522,20068231,20058876
NRK_Homo sapiens	CFL1	9655398,11418599,11340065,11925442,18669648,19413330,18491316,19651622,18702456,18578522,20068231,20058876
LIMK1_Homo sapiens	CFL2	9655398,12684437,8824278,19413330,19651622,20068231
MAPK1_Homo sapiens	PPARG	9030579
MAPK8_Homo sapiens	PPARG	9030579
PRKCD_Homo sapiens	NCF4	9804763
BTK_Homo sapiens	STAT5A	8617237,7925280,11413148,17389395,16497976,17016520
JAK2_Homo sapiens	STAT5A	8617237,7925280,11413148,17389395,16497976,17016520
PRKG1_Homo sapiens	SF1	10449420,17287340
SRC_Homo sapiens	GRB10	10871840
FYN_Homo sapiens	GRB10	10871840
MAPK1_Homo sapiens	GRB10	15952796,15952796,18669648,20068231,15952796,18669648
GRK6_Homo sapiens	LTB4R	12077128,20058876
NUAK1_Homo sapiens	CASP6	15273717
AKT1_Homo sapiens	ATXN1	12757707,12741986
PRKCA_Homo sapiens	ADD3	11895774,18669648,19651622,18452278,20166139,20068231
AKT1_Homo sapiens	EZH2	16224021
TGFBR1_Homo sapiens	SMAD1	9748228,9136927,10085121,9748228,9136927,10085121,19651622
ACVR1_Homo sapiens	SMAD1	9748228,9136927,10085121,19651622,9748228,9136927,10085121
MAPK1_Homo sapiens	SMAD1	9335504
ZAP70_Homo sapiens	LCP2	8702662,9047237,10660534,8702662
TXK_Homo sapiens	LCP2	8702662,9047237,10660534
LCK_Homo sapiens	LCP2	8702662
EIF2AK2_Homo sapiens	PPP2R5A	10866685
SRC_Homo sapiens	GTF2I	9837922,9012831,11373296,11313464,11934902,11934902
BTK_Homo sapiens	GTF2I	9837922,9012831,11373296,11313464,11934902,11373296,11373296,20068231
PRKG1_Homo sapiens	GTF2I	12082086,12082086,19651622,20068231
JAK2_Homo sapiens	GTF2I	9837922,9012831,11373296,11313464,11934902
MAPK1_Homo sapiens	RPS6KA1	9430688,18669648,18691976,18212344,19651622,20068231,9430688,12618428,18669648,18691976,19651622,20068231
RPS6KA1_Homo sapiens	RPS6KA1	9430688,12618428,10648825,18669648,18691976,19651622,20068231,17192257,20068231,17192257,18669648
PDPK1_Homo sapiens	RPS6KA1	10480933,9430688,18767875,20058876
RPS6KA2_Homo sapiens	RPS6KA2	17192257
PRKACA_Homo sapiens	VASP	12576312,20058876,12576312,17287340,20166139,8182057
PRKG1_Homo sapiens	VASP	12576312,20058876,8182057,12576312,17287340,20166139
CSNK2A1_Homo sapiens	EIF5	11861906,18669648,19413330,19415658,18691976,17287340,19651622,18452278,20068231,11861906
CSNK2B_Homo sapiens	EIF5	11861906,11861906,18669648,19413330,19415658,18691976,17287340,19651622,18452278,20068231
PRKCA_Homo sapiens	GMFB	9030586
PRKACA_Homo sapiens	GMFB	9030586
RPS6KA1_Homo sapiens	GMFB	9030586
CSNK2A1_Homo sapiens	GMFB	9030586,7598724
CSNK2A1_Homo sapiens	PTEN	12297295
CSNK2A2_Homo sapiens	PTEN	12297295
AKT1_Homo sapiens	PTEN	12077256,10866658,12077256,12297295
STK11_Homo sapiens	PTEN	15987703
PRKACA_Homo sapiens	CUL5	10898738
CSNK2A1_Homo sapiens	VDR	8622969
ATM_Homo sapiens	H2AFX	9488723,11893489,11571274,20068231
TESK1_Homo sapiens	TESK1	10207045
CDK5_Homo sapiens	PPP1R2	11320080
GSK3B_Homo sapiens	PPP1R2	12761178,11320080
CSNK2A1_Homo sapiens	PPP1R2	8288648,19415658,17287340,18491316,18088087,18212344,19651622,20166139,20068231,8288648,19415658,17287340,18491316,18088087,18212344,19651622,18767875,20166139,20068231,8288648,18669648,18491316
CSNK2A2_Homo sapiens	PPP1R2	8288648,19415658,17287340,18491316,18088087,18212344,19651622,20166139,20068231,8288648,19415658,17287340,18491316,18088087,18212344,19651622,18767875,20166139,20068231,8288648,18669648,18491316
MAP2K2_Homo sapiens	MAPK3	7687743,8626767,18669648,18691976,17389395,19651622,15580310,18669648,18691976,17389395,19651622,16497976,18707149,19901323,20068231
MAPK3_Homo sapiens	MAPK3	7687743,8626767,18669648,18691976,17389395,19651622,15580310,18669648,18691976,17389395,19651622,16497976,18707149,19901323,20068231,17192257,18669648,18691976,17389395,19651622
PRKCA_Homo sapiens	DGKD	15228384
RPS6KA1_Homo sapiens	NR4A2	16223362
PRKDC_Homo sapiens	LIG4	15194694
EPHB3_Homo sapiens	EPHB3	9674711
PTK2_Homo sapiens	TRIO	12551902
CDK2_Homo sapiens	ORC1L	11931757,20068231,11931757,19413330,20068231,11931757
CHUK_Homo sapiens	NCOA3	16135815,15383283,18669648,19413330,19651622,16964243,20068231,16135815,15383283,15302935,18669648,19413330,19651622,16964243,20068231
MAPK14_Homo sapiens	NCOA3	16135815,15383283,16456540,16135815,15383283,16456540,20068231,16135815,15383283,16456540,18669648,19413330,16964243,20068231
IKBKB_Homo sapiens	NCOA3	16135815,15383283,18669648,19413330,19651622,16964243,20068231,16135815,15383283,15302935,18669648,19413330,19651622,16964243,20068231
AKT1_Homo sapiens	S1PR1	11583630
LYN_Homo sapiens	MAP4K1	11514608
ABL1_Homo sapiens	MAP4K1	11278340
SYK_Homo sapiens	MAP4K1	11514608
MAP4K1_Homo sapiens	MAP4K1	17192257
ROCK1_Homo sapiens	LIMK2	11018042,11340065
CDC42BPA_Homo sapiens	LIMK2	11340065
ABL1_Homo sapiens	TP73	10391251
CDK1_Homo sapiens	TP73	12676926
CDK2_Homo sapiens	TP73	12676926
CSNK1A1_Homo sapiens	BID	11583622
CSNK1E_Homo sapiens	BID	11583622
CSNK2A1_Homo sapiens	BID	11583622
CSNK2B_Homo sapiens	BID	11583622
CSNK2A2_Homo sapiens	BID	11583622
PTK6_Homo sapiens	PTK6	12121988,12121988,17389395,17016520
ROCK1_Homo sapiens	PPP1R12A	12600888,10601309,11931630,12220642,18669648,18077418,18767875,18212344,12563012,12220642,10601309
ILK_Homo sapiens	PPP1R12A	12600888,10601309,11931630,12220642,18669648,18077418,18767875,18212344
ROCK2_Homo sapiens	PPP1R12A	12563012,12220642,10601309,12600888,11931630
DMPK_Homo sapiens	PPP1R12A	12600888,10601309,11931630,12220642,18669648,18077418,18767875,18212344
PRKACA_Homo sapiens	PDE3B	8626720,8163498,10454575
AKT1_Homo sapiens	PDE3B	10454575,10454575,18669648
AKT1_Homo sapiens	RAC1	10617634,18669648,10617634
PRKCE_Homo sapiens	TRPV1	14523239,14523239,11884385
SYK_Homo sapiens	SH3BP2	12709437,11390470
PRKCA_Homo sapiens	PA2G4	11325528,20068231,11325528
PRKCB_Homo sapiens	PA2G4	11325528,20068231,11325528
PRKCG_Homo sapiens	PA2G4	11325528,20068231,11325528
PLK3_Homo sapiens	VRK1	19103756,20068231
EPHA4_Homo sapiens	EPHA4	8622893
GSK3B_Homo sapiens	BICD1	17139249
RPS6KA3_Homo sapiens	STK11	11297520,11853558
PRKACA_Homo sapiens	STK11	11297520,11853558
STK11_Homo sapiens	STK11	11668633
ATM_Homo sapiens	STK11	11853558,12234250
RPS6KA5_Homo sapiens	STK11	11297520
RPS6KB1_Homo sapiens	STK11	11297520,11853558
MAPK1_Homo sapiens	EIF4EBP1	11777913,18669648,19413330,19664995,19651622,20068231,11777913,18669648,17287340,19664995,19651622,18767875,20068231,12747827,18669648,17287340,19664995,19651622,20068231,9405468,9092573,10779345,18669648
MAPK14_Homo sapiens	EIF4EBP1	11777913,18669648,19413330,19664995,19651622,20068231,11777913,18669648,17287340,19664995,19651622,18767875,20068231
MTOR_Homo sapiens	EIF4EBP1	11777913,18669648,19413330,19664995,19651622,20068231,11777913,18669648,17287340,19664995,19651622,18767875,20068231,12747827,18669648,17287340,19664995,19651622,20068231,9405468,9092573,10779345,18669648
ATM_Homo sapiens	EIF4EBP1	9806882,11146653,12588975,18212344
RPS6KA5_Homo sapiens	EIF4EBP1	11777913,18669648,20068231,11777913,18669648,19413330,20068231,11777913,18669648,17287340,19664995,19651622,18767875,20068231
CSNK2A1_Homo sapiens	EIF4EBP1	9806882,11146653,12588975,18212344
CSNK2A2_Homo sapiens	EIF4EBP1	9806882,11146653,12588975,18212344
AKT1_Homo sapiens	EIF4EBP1	11777913,18669648,19413330,19664995,19651622,20068231,11777913,18669648,17287340,19664995,19651622,18767875,20068231
RHEBL1_Homo sapiens	EIF4EBP1	11777913,18669648,17287340,19664995,19651622,18767875,20068231
RORC_Homo sapiens	EIF4EBP1	11777913,18669648,20068231,11777913,18669648,19413330,20068231
CSNK2A1_Homo sapiens	TCF7L2	11711551,11711551,18452278
CSNK2A2_Homo sapiens	TCF7L2	11711551,11711551,18452278
MAP2K1_Homo sapiens	CASP9	12792650,18669648,12792650
MAPK1_Homo sapiens	CASP9	12792650,18669648,12792650
ABL1_Homo sapiens	CASP9	15657060
MAP2K2_Homo sapiens	CASP9	12792650,18669648,12792650
MAPK3_Homo sapiens	CASP9	12792650,18669648,12792650
AKT1_Homo sapiens	CASP9	9812896
PRKCZ_Homo sapiens	CASP9	16287866
PRKCA_Homo sapiens	KCNQ2	12754513
STK25_Homo sapiens	STK25	15037601,18452278
CDK1_Homo sapiens	FOXM1	15024056
CDK2_Homo sapiens	FOXM1	15024056
PRKCA_Homo sapiens	NRGN	8080473
PRKCB_Homo sapiens	NRGN	8080473
PRKCG_Homo sapiens	NRGN	8080473
ZAP70_Homo sapiens	LAT	11368773
PRKCQ_Homo sapiens	WIPF1	12504004
CSNK2A1_Homo sapiens	RANGAP1	16428860,18669648
ILK_Homo sapiens	ILK	11313365
FYN_Homo sapiens	CNN3	15206927
PRKCA_Homo sapiens	DNM1	10766777
SRC_Homo sapiens	DNM1	9880482,9880482,12011079
CDK5_Homo sapiens	DNM1	12855954,18088087,19651622
PRKCA_Homo sapiens	PLD1	10441128
EGFR_Homo sapiens	PLD2	9837959
PRKACA_Homo sapiens	NOLC1	17322306,18669648,19664995,19651622,20068231,12167624,18669648,19651622,18212344,20068231
MAP2K6_Homo sapiens	MAPK12	11062067
MAP2K4_Homo sapiens	MAPK12	11062067,19413330
MAP2K3_Homo sapiens	MAPK12	11062067
MAPK12_Homo sapiens	MAPK12	10567720,19413330
PRKCA_Homo sapiens	HAND1	14636580
PRKACA_Homo sapiens	HAND1	14636580
PRKCA_Homo sapiens	CFTR	1377674
PRKACA_Homo sapiens	CFTR	1377674
PRKG1_Homo sapiens	CFTR	1377674
MAP3K5_Homo sapiens	MAP3K5	11920685
AKT1_Homo sapiens	MAP3K5	11154276
CDK1_Homo sapiens	BUB1	16760428
HIPK3_Homo sapiens	FADD	11034606,10640736,19413330,19664995,20230923,20068231
CSNK1A1_Homo sapiens	FADD	11034606,10640736,19413330,19664995,20230923,20068231
JAK2_Homo sapiens	SIRPA	10842184,17389395,17016520
ROCK1_Homo sapiens	DPYSL2	10818093
GSK3B_Homo sapiens	DPYSL2	15652488,18669648,19413330,18491316,19651622,16964243
PLK1_Homo sapiens	PKMYT1	12738781,12738781,18691976
PRKCA_Homo sapiens	CYTH2	10531036
PRKCB_Homo sapiens	CYTH2	10531036
PRKCG_Homo sapiens	CYTH2	10531036
MAPK1_Homo sapiens	KHDRBS1	12478298,19664995,18691976,20068231,12478298
CDK1_Homo sapiens	KHDRBS1	9315091
PTK6_Homo sapiens	KHDRBS1	16179349
PTK2_Homo sapiens	PXN	9230116,18669648,17389395,18707149,20068231,9658172,11337490
MAPK8_Homo sapiens	PXN	12853963,20068231
CSK_Homo sapiens	PXN	11695992,11695992,17389395,18707149
PRKACA_Homo sapiens	RGS14	12534294
LYN_Homo sapiens	RGS16	12588871,11602604
SRC_Homo sapiens	RGS16	12588871,11602604
CSK_Homo sapiens	RGS16	12588871,11602604
EGFR_Homo sapiens	RGS16	12588871,11602604,11602604
PRKCA_Homo sapiens	RGS7	12077120
PDK1_Homo sapiens	PDK1	12177059
PRKCA_Homo sapiens	SNAP23	12930825,18578522,20166139,12930825,20068231,12930825,19651622
PRKACA_Homo sapiens	MAP3K3	12392720,18691976,19651622,12392720,18691976
MAP3K3_Homo sapiens	MAP3K3	16407301
PDK1_Homo sapiens	PKN2	10753910,18669648,10753910
PDPK1_Homo sapiens	PKN2	10753910,18669648,10753910
GRK5_Homo sapiens	SNCB	10852916
CDK1_Homo sapiens	GOLGA2	10769027,9753325,18669648,19007248,19691289,18691976,16964243,20068231
PDPK1_Homo sapiens	PAK1	10995762
PAK1_Homo sapiens	PAK1	9032240,11278486,19664994,20068231,9032240,11278486,9032240,9032240,19664994,10805734,9032240,16204230
OXSR1_Homo sapiens	PAK1	14707132
CDK5_Homo sapiens	PAK1	11604394,19413330,19664995,19664994,20058876
MAPK1_Homo sapiens	PAK1	11604394,19413330,19664995,19664994,20058876
MAP3K7_Homo sapiens	MAP3K7	10838074,10838074,16845370
CDK2_Homo sapiens	CDC6	10339564,9889196,10339564,18691976,20068231,9889196,10339564
LYN_Homo sapiens	PPP1R8	11104670
PRKACA_Homo sapiens	PPP1R8	9407077,18669648,20068231,9407077
CSNK2A1_Homo sapiens	PPP1R8	9407077
CSNK2A2_Homo sapiens	PPP1R8	9407077
ATM_Homo sapiens	NBN	10839544,10839544,11252893,10839545,10608806,18669648,19413330,20068231,11252893,10839545,18669648,20068231
SGK1_Homo sapiens	FOXO3	11154281,20068231,11154281
AKT1_Homo sapiens	FOXO3	11154281,20068231,10102273,11154281
PRKACA_Homo sapiens	AURKA	11039908
PRKCD_Homo sapiens	FSCN1	8999969,8647875,19651622,20068231
MAPK1_Homo sapiens	NCOA1	10660621,10660621,20068231
CSNK1A1_Homo sapiens	NFATC3	9630228
MAPK9_Homo sapiens	NFATC3	9374467
PRKCD_Homo sapiens	EP300	12379484,11020388
AKT1_Homo sapiens	EP300	11116148
CHEK1_Homo sapiens	MDM4	16163388,16163388,17110929
CHEK2_Homo sapiens	MDM4	16163388,16163388,16511560
AKT1_Homo sapiens	MDM4	16163388,16511560
ATM_Homo sapiens	MDM4	15788536,16163388,16511560
FYN_Homo sapiens	FYB	10570256
MAPK1_Homo sapiens	DUSP6	15632084
RPS6KA3_Homo sapiens	HIST3H3	10436156
RPS6KA5_Homo sapiens	HIST3H3	12773393,10469656,12773393,18691976,20068231
PRKACA_Homo sapiens	PTPRR	10601328
MAPK1_Homo sapiens	PTPRR	11493009
MAPK3_Homo sapiens	PTPRR	11493009
PRKACA_Homo sapiens	RGS10	11443111
PRKACA_Homo sapiens	ACCN2	12578970
PRKCA_Homo sapiens	OCLN	11502742
PRKCB_Homo sapiens	OCLN	11502742
PRKCG_Homo sapiens	OCLN	11502742
CSNK2B_Homo sapiens	OCLN	12804768,12804768,20166139
MAP2K4_Homo sapiens	MAPK9	11062067
MAP2K7_Homo sapiens	MAPK9	11062067
RET_Homo sapiens	MAPK9	16153436
MAP2K4_Homo sapiens	MAPK10	10715136,19651622
CDK5_Homo sapiens	MAPK10	11823425
PRKCD_Homo sapiens	KLF5	12682370
MAPK6_Homo sapiens	MAPK6	11741894,8621539,18669648,19651622
PRKACA_Homo sapiens	CLDN3	15905176
PRKACA_Homo sapiens	CACNG2	11805122
PRKCB_Homo sapiens	EIF6	14654845
MAPK3_Homo sapiens	RCAN1	12063245,19413330,19651622,20068231
GSK3B_Homo sapiens	RCAN1	12063245,19651622,20068231
INSR_Homo sapiens	DOK1	11551902,16497976,11551902,16497976,19901323
LCK_Homo sapiens	DOK1	10799545
RET_Homo sapiens	DOK1	11551902,16497976,19901323
PRKAR2B_Homo sapiens	LASP1	12571245,18669648,17287340,18077418,18088087,18212344,20166139,20068231,12432067,20068231
CDK7_Homo sapiens	LASP1	12571245,18669648,17287340,18077418,18088087,18212344,20166139,20068231
PRKG2_Homo sapiens	LASP1	12571245,18669648,17287340,18077418,18088087,18212344,20166139,20068231,12571245
PRKCA_Homo sapiens	STXBP1	8631738,12519779,8631738,12950453,12519779,12519779
PRKCB_Homo sapiens	STXBP1	8631738,12519779,8631738,12950453,12519779,12519779
PRKCG_Homo sapiens	STXBP1	8631738,12519779,8631738,12950453,12519779,12519779
SRC_Homo sapiens	BCAR1	12972425,12972425,17389395,17016520,12972425,17016520,12972425,17389395,17016520,19901323
PTK2_Homo sapiens	BCAR1	9360983,12119061,9360968,9360983
CDK1_Homo sapiens	FANCG	15367677
MAPK7_Homo sapiens	SGK1	11254654,18691976
NEK6_Homo sapiens	SGK1	12023960,10191262,12023960
PDPK1_Homo sapiens	SGK1	10191262,10357815,10191262
MAPK1_Homo sapiens	IER3	12356731
GRK5_Homo sapiens	SNCG	10852916,18669648
CSNK2A1_Homo sapiens	IL16	12450396
CSNK2A2_Homo sapiens	IL16	12450396
CDK1_Homo sapiens	IL16	12450396
CSNK2A1_Homo sapiens	KIF1C	10559254,18669648,20068231
CSNK2A2_Homo sapiens	KIF1C	10559254,18669648,20068231
ATR_Homo sapiens	CHEK1	11390642,11252893,15665856,18669648,18691976,11390642,15665856
AKT1_Homo sapiens	CHEK1	12062056,18669648,19664995,18691976,20068231
MAPK14_Homo sapiens	SMAD3	14512875
MAP3K7_Homo sapiens	SMAD3	9380693
MAPK1_Homo sapiens	SMAD3	16156666,10197981,10197981,16156666,10197981
CDK2_Homo sapiens	SMAD3	15241418,19413330,20068231,15241418
